date,slot,load_pred_kw,pv_pred_kw,load_pred_kwh,pv_pred_kwh
2025-01-08,78,5972.235714285714,5461.001785714286,995.372619047619,910.1669642857142
2025-01-08,79,6006.662314285714,5385.685457142856,1001.1103857142857,897.6142428571426
2025-01-08,80,6062.629628571429,5321.245371428572,1010.4382714285715,886.8742285714287
2025-01-08,81,6061.340000000001,5213.035714285715,1010.2233333333335,868.8392857142858
2025-01-08,82,5865.612471428572,5029.657685714285,977.6020785714286,838.276280952381
2025-01-08,83,5819.9339714285725,4848.739542857143,969.9889952380954,808.1232571428571
2025-01-08,84,5950.828571428572,4683.691071428571,991.804761904762,780.6151785714286
2025-01-08,85,5939.8949571428575,4479.3284,989.9824928571429,746.5547333333334
2025-01-08,86,5849.101257142856,4269.8258,974.8502095238094,711.6376333333333
2025-01-08,87,5805.7871428571425,4058.346428571428,967.6311904761905,676.3910714285713
2025-01-08,88,5845.6573,3807.7890285714284,974.2762166666666,634.6315047619047
2025-01-08,89,5788.287271428571,3537.1025285714286,964.7145452380952,589.5170880952381
2025-01-08,90,5676.4571428571435,3272.608928571429,946.0761904761906,545.4348214285715
2025-01-08,91,5718.676057142858,3022.6275714285707,953.1126761904762,503.7712619047618
2025-01-08,92,5693.431771428572,2754.311914285714,948.9052952380953,459.05198571428565
2025-01-08,93,5598.3328571428565,2467.7785714285715,933.055476190476,411.2964285714286
2025-01-08,94,5661.263257142857,2192.7789285714284,943.5438761904761,365.4631547619047
2025-01-08,95,5720.295814285715,1906.113628571428,953.3826357142858,317.6856047619047
2025-01-08,96,5689.0199999999995,1598.4321428571427,948.17,266.4053571428571
2025-01-08,97,5638.266657142857,1288.9735285714287,939.7111095238096,214.82892142857145
2025-01-08,98,5564.861142857143,1000.1402428571429,927.4768571428572,166.6900404761905
2025-01-08,99,5522.477142857143,733.1892857142858,920.4128571428572,122.1982142857143
2025-01-08,100,5572.141557142857,470.29278571428574,928.6902595238095,78.38213095238096
2025-01-08,101,5507.929642857142,207.0262857142857,917.9882738095238,34.50438095238095
2025-01-08,102,5347.447142857143,15.557142857142855,891.2411904761906,2.5928571428571425
2025-01-08,103,5310.308057142858,0.0,885.051342857143,0.0
2025-01-08,104,5271.176442857143,5.1541571428571435,878.5294071428572,0.8590261904761906
2025-01-08,105,5276.617142857142,0.0,879.4361904761904,0.0
2025-01-08,106,5410.365599999999,0.0,901.7275999999998,0.0
2025-01-08,107,4913.530057142857,0.3700285714285715,818.9216761904762,0.06167142857142858
2025-01-08,108,4043.077142857143,0.0,673.8461904761905,0.0
2025-01-08,109,3895.746657142857,0.0,649.2911095238095,0.0
2025-01-08,110,4029.3135714285713,0.02655714285714286,671.5522619047618,0.004426190476190477
2025-01-08,111,4046.7128571428575,0.0,674.4521428571429,0.0
2025-01-08,112,3997.4534285714285,0.0,666.2422380952381,0.0
2025-01-08,113,3942.7959714285716,0.0019142857142857145,657.1326619047619,0.0003190476190476191
2025-01-08,114,3921.605714285714,0.0,653.6009523809523,0.0
2025-01-08,115,3939.9425857142855,0.0,656.6570976190476,0.0
2025-01-08,116,3956.460657142857,0.0,659.4101095238095,0.0
2025-01-08,117,3963.0528571428576,0.0,660.5088095238096,0.0
2025-01-08,118,3979.884557142857,0.0,663.3140928571428,0.0
2025-01-08,119,3964.4830857142856,0.0,660.747180952381,0.0
2025-01-08,120,3943.167142857143,0.0,657.1945238095238,0.0
2025-01-08,121,3984.0124285714287,0.0,664.0020714285714,0.0
2025-01-08,122,3988.2692857142856,0.0,664.7115476190476,0.0
2025-01-08,123,3949.2957142857144,0.0,658.2159523809524,0.0
2025-01-08,124,3967.7134571428574,0.0,661.2855761904763,0.0
2025-01-08,125,4033.415614285714,0.0,672.2359357142857,0.0
2025-01-08,126,4089.051428571428,0.0,681.5085714285714,0.0
2025-01-08,127,4077.2288999999996,0.0,679.53815,0.0
2025-01-08,128,4017.011085714286,0.0,669.5018476190477,0.0
2025-01-08,129,4044.4957142857143,0.0,674.082619047619,0.0
2025-01-08,130,4204.2362,0.0,700.7060333333334,0.0
2025-01-08,131,3830.864585714286,0.0,638.477430952381,0.0
2025-01-08,132,3152.9928571428572,0.0,525.4988095238095,0.0
2025-01-08,133,3108.273457142857,0.0,518.0455761904761,0.0
2025-01-08,134,3205.9478285714285,0.0,534.3246380952381,0.0
2025-01-08,135,3167.9557142857143,0.0,527.9926190476191,0.0
2025-01-08,136,3201.506842857143,0.0,533.5844738095238,0.0
2025-01-08,137,3144.1965714285716,0.0,524.032761904762,0.0
2025-01-08,138,3090.947142857143,0.0,515.1578571428571,0.0
2025-01-08,139,3318.4994285714283,0.0,553.083238095238,0.0
2025-01-08,140,3427.748957142857,0.0,571.2914928571428,0.0
2025-01-08,141,3332.8357142857144,0.0,555.4726190476191,0.0
2025-01-08,142,3337.1330000000003,0.0,556.1888333333334,0.0
2025-01-08,143,3362.9845142857143,0.0,560.497419047619,0.0
2025-01-08,144,3380.341428571429,0.0,563.3902380952381,0.0
2025-01-09,1,3458.981442857142,0.0,576.496907142857,0.0
2025-01-09,2,3481.3772571428567,0.0,580.2295428571427,0.0
2025-01-09,3,3422.947142857143,0.0,570.4911904761905,0.0
2025-01-09,4,3382.0933,0.0,563.6822166666667,0.0
